TIME(sec.)  dFi2(rad)  dLm2(rad)
621.0000000000    0.0000003719    0.0077889380    
622.0000000000    0.0000003034    0.0078016145    
623.0000000000    -0.0000002268    0.0078137267    
624.0000000000    0.0000002035    0.0078261517    
625.0000000000    -0.0000001455    0.0078391661    
626.0000000000    0.0000000713    0.0078515092    
627.0000000000    0.0000000686    0.0078638223    
628.0000000000    -0.0000000837    0.0078762180    
629.0000000000    0.0000001115    0.0078888492    
630.0000000000    -0.0000000838    0.0079011664    
631.0000000000    0.0000000050    0.0079142827    
632.0000000000    0.0000001238    0.0079263944    
633.0000000000    0.0000002223    0.0079385165    
634.0000000000    -0.0000001337    0.0079512757    
635.0000000000    0.0000000168    0.0079637165    
636.0000000000    0.0000004015    0.0079761149    
637.0000000000    0.0000000914    0.0079884753    
638.0000000000    -0.0000001045    0.0080013380    
639.0000000000    -0.0000001037    0.0080134937    
640.0000000000    -0.0000000827    0.0080263804    
641.0000000000    -0.0000000018    0.0080386786    
642.0000000000    0.0000000516    0.0080514579    
643.0000000000    -0.0000001032    0.0080641021    
644.0000000000    -0.0000000833    0.0080760690    
645.0000000000    -0.0000000134    0.0080886431    
646.0000000000    0.0000000080    0.0081012384    
647.0000000000    0.0000001439    0.0081134803    
648.0000000000    0.0000001367    0.0081259597    
649.0000000000    -0.0000001538    0.0081389358    
650.0000000000    -0.0000000507    0.0081513104    
651.0000000000    0.0000001393    0.0081636724    
652.0000000000    0.0000001586    0.0081760143    
653.0000000000    0.0000002274    0.0081884341    
654.0000000000    -0.0000002736    0.0082008720    
655.0000000000    0.0000000761    0.0082137915    
656.0000000000    -0.0000001864    0.0082260389    
657.0000000000    -0.0000000195    0.0082384163    
658.0000000000    -0.0000000371    0.0082509782    
659.0000000000    -0.0000000288    0.0082633042    
660.0000000000    -0.0000000792    0.0082759819    
661.0000000000    -0.0000000254    0.0082887126    
662.0000000000    -0.0000000182    0.0083011368    
663.0000000000    -0.0000002040    0.0083134438    
664.0000000000    0.0000001359    0.0083260471    
665.0000000000    -0.0000000712    0.0083384365    
666.0000000000    -0.0000001177    0.0083510564    
667.0000000000    0.0000001423    0.0083635956    
668.0000000000    -0.0000000888    0.0083759072    
669.0000000000    0.0000000007    0.0083886280    
670.0000000000    -0.0000001545    0.0084009841    
671.0000000000    -0.0000001405    0.0084135065    
672.0000000000    -0.0000000158    0.0084260773    
673.0000000000    -0.0000000252    0.0084384418    
674.0000000000    -0.0000001231    0.0084510472    
675.0000000000    -0.0000000395    0.0084633559    
676.0000000000    -0.0000000376    0.0084759284    
677.0000000000    0.0000001328    0.0084883931    
678.0000000000    -0.0000000599    0.0085011089    
679.0000000000    -0.0000000319    0.0085132954    
680.0000000000    0.0000003397    0.0085257507    
681.0000000000    0.0000000985    0.0085381054    
682.0000000000    -0.0000002117    0.0085508275    
683.0000000000    -0.0000000231    0.0085633870    
684.0000000000    0.0000000261    0.0085760331    
685.0000000000    0.0000001210    0.0085885103    
686.0000000000    0.0000001133    0.0086008987    
687.0000000000    0.0000002063    0.0086133415    
688.0000000000    0.0000000261    0.0086257967    
689.0000000000    -0.0000000411    0.0086383160    
690.0000000000    0.0000001851    0.0086507202    
691.0000000000    0.0000002720    0.0086634621    
692.0000000000    -0.0000000283    0.0086760277    
693.0000000000    -0.0000000998    0.0086884960    
694.0000000000    -0.0000002523    0.0087009369    
695.0000000000    -0.0000000513    0.0087136186    
696.0000000000    0.0000001205    0.0087260396    
697.0000000000    -0.0000001021    0.0087384148    
698.0000000000    -0.0000000977    0.0087503855    
699.0000000000    0.0000000290    0.0087632342    
700.0000000000    0.0000000658    0.0087759883    
701.0000000000    0.0000002022    0.0087883002    
702.0000000000    -0.0000000809    0.0088011155    
703.0000000000    0.0000002087    0.0088135927    
704.0000000000    0.0000000178    0.0088263674    
705.0000000000    0.0000002580    0.0088382186    
706.0000000000    -0.0000000947    0.0088509223    
707.0000000000    -0.0000002277    0.0088635121    
708.0000000000    -0.0000001394    0.0088757391    
709.0000000000    -0.0000000169    0.0088884049    
710.0000000000    0.0000001390    0.0089010440    
711.0000000000    0.0000000879    0.0089135651    
712.0000000000    -0.0000000911    0.0089258964    
713.0000000000    -0.0000000338    0.0089385224    
714.0000000000    0.0000000300    0.0089511955    
715.0000000000    0.0000001575    0.0089636124    
716.0000000000    0.0000002457    0.0089761866    
717.0000000000    0.0000000010    0.0089882240    
718.0000000000    -0.0000000434    0.0090008438    
719.0000000000    -0.0000003215    0.0090130649    
720.0000000000    0.0000001827    0.0090260006    
721.0000000000    -0.0000000838    0.0090388424    
722.0000000000    -0.0000001621    0.0090509506    
723.0000000000    -0.0000001636    0.0090636204    
724.0000000000    -0.0000001680    0.0090759392    
725.0000000000    0.0000002341    0.0090884539    
726.0000000000    0.0000000479    0.0091011278    
727.0000000000    0.0000000834    0.0091136145    
728.0000000000    0.0000002497    0.0091261726    
729.0000000000    0.0000003844    0.0091385787    
730.0000000000    -0.0000000276    0.0091510133    
731.0000000000    -0.0000000598    0.0091633515    
732.0000000000    0.0000000917    0.0091762802    
733.0000000000    -0.0000000997    0.0091885962    
734.0000000000    -0.0000002643    0.0092011292    
735.0000000000    0.0000001162    0.0092138003    
736.0000000000    -0.0000000863    0.0092259893    
737.0000000000    0.0000001961    0.0092388365    
738.0000000000    -0.0000000502    0.0092512685    
739.0000000000    0.0000000029    0.0092634893    
740.0000000000    -0.0000001445    0.0092762268    
741.0000000000    0.0000001308    0.0092886144    
742.0000000000    0.0000001648    0.0093012414    
743.0000000000    -0.0000002189    0.0093138494    
744.0000000000    -0.0000001245    0.0093264242    
745.0000000000    0.0000000960    0.0093389592    
746.0000000000    -0.0000002243    0.0093511496    
747.0000000000    0.0000002349    0.0093640532    
748.0000000000    -0.0000000345    0.0093764084    
749.0000000000    -0.0000000932    0.0093887316    
750.0000000000    0.0000003183    0.0094016450    
751.0000000000    0.0000002292    0.0094137711    
752.0000000000    0.0000000628    0.0094264190    
753.0000000000    -0.0000000205    0.0094388055    
754.0000000000    -0.0000001166    0.0094515225    
755.0000000000    0.0000000975    0.0094641628    
756.0000000000    -0.0000002258    0.0094767912    
757.0000000000    -0.0000004366    0.0094889623    
758.0000000000    0.0000000209    0.0095012331    
759.0000000000    0.0000003298    0.0095140300    
760.0000000000    0.0000000363    0.0095264820    
761.0000000000    0.0000001901    0.0095391564    
762.0000000000    0.0000001742    0.0095517522    
763.0000000000    -0.0000001007    0.0095642000    
764.0000000000    -0.0000003843    0.0095769404    
765.0000000000    0.0000003223    0.0095889948    
766.0000000000    -0.0000001311    0.0096017466    
767.0000000000    -0.0000000895    0.0096142184    
768.0000000000    0.0000002054    0.0096267853    
769.0000000000    -0.0000002344    0.0096396001    
770.0000000000    0.0000001006    0.0096518990    
771.0000000000    0.0000001576    0.0096645745    
772.0000000000    -0.0000001152    0.0096769899    
773.0000000000    0.0000000410    0.0096895129    
774.0000000000    -0.0000004042    0.0097017058    
775.0000000000    0.0000000012    0.0097146745    
776.0000000000    0.0000000483    0.0097270830    
777.0000000000    -0.0000001881    0.0097397131    
778.0000000000    0.0000000387    0.0097524113    
779.0000000000    -0.0000002721    0.0097648181    
780.0000000000    0.0000000305    0.0097769855    
781.0000000000    0.0000001700    0.0097896400    
782.0000000000    0.0000000956    0.0098020520    
783.0000000000    -0.0000000972    0.0098146776    
784.0000000000    -0.0000000470    0.0098275644    
785.0000000000    -0.0000000423    0.0098397949    
786.0000000000    -0.0000001064    0.0098524160    
787.0000000000    -0.0000003003    0.0098649871    
788.0000000000    0.0000001029    0.0098774928    
789.0000000000    -0.0000000276    0.0098900303    
790.0000000000    -0.0000003401    0.0099026184    
791.0000000000    0.0000001803    0.0099154873    
792.0000000000    0.0000001418    0.0099276172    
793.0000000000    -0.0000000133    0.0099401071    
794.0000000000    -0.0000000876    0.0099528611    
795.0000000000    0.0000001003    0.0099654929    
796.0000000000    0.0000000153    0.0099781361    
797.0000000000    -0.0000000279    0.0099907589    
798.0000000000    0.0000002167    0.0100030279    
799.0000000000    0.0000003092    0.0100155330    
800.0000000000    -0.0000000778    0.0100281561    
801.0000000000    -0.0000002681    0.0100406153    
802.0000000000    -0.0000000397    0.0100531963    
803.0000000000    0.0000001662    0.0100656140    
804.0000000000    0.0000001640    0.0100780120    
805.0000000000    -0.0000001470    0.0100907597    
806.0000000000    0.0000000975    0.0101032992    
807.0000000000    0.0000000338    0.0101160525    
808.0000000000    0.0000001264    0.0101283011    
809.0000000000    -0.0000000424    0.0101410995    
810.0000000000    0.0000001344    0.0101537036    
811.0000000000    -0.0000000681    0.0101660969    
812.0000000000    0.0000001302    0.0101785892    
813.0000000000    -0.0000002888    0.0101913386    
814.0000000000    -0.0000000168    0.0102036513    
815.0000000000    0.0000000940    0.0102161856    
816.0000000000    -0.0000000229    0.0102292624    
817.0000000000    -0.0000001299    0.0102417215    
818.0000000000    0.0000000976    0.0102538545    
819.0000000000    -0.0000000121    0.0102665788    
820.0000000000    0.0000002881    0.0102790513    
821.0000000000    0.0000001506    0.0102917146    
822.0000000000    -0.0000002317    0.0103043682    
823.0000000000    0.0000000439    0.0103166518    
824.0000000000    -0.0000000470    0.0103294868    
825.0000000000    -0.0000000810    0.0103419707    
826.0000000000    -0.0000001585    0.0103545444    
827.0000000000    0.0000000821    0.0103667816    
828.0000000000    -0.0000000340    0.0103794247    
829.0000000000    -0.0000001684    0.0103919251    
830.0000000000    0.0000000482    0.0104044238    
831.0000000000    0.0000001372    0.0104172456    
832.0000000000    -0.0000001228    0.0104297498    
833.0000000000    0.0000002990    0.0104423236    
834.0000000000    0.0000000586    0.0104548476    
835.0000000000    -0.0000001950    0.0104672744    
836.0000000000    -0.0000004867    0.0104800490    
837.0000000000    -0.0000000541    0.0104921098    
838.0000000000    0.0000001405    0.0105048478    
839.0000000000    0.0000000259    0.0105177544    
840.0000000000    -0.0000001023    0.0105303481    
841.0000000000    -0.0000000458    0.0105424495    
842.0000000000    0.0000002089    0.0105554094    
843.0000000000    0.0000002462    0.0105678387    
844.0000000000    0.0000000391    0.0105803363    
845.0000000000    -0.0000001229    0.0105929862    
846.0000000000    0.0000000390    0.0106055839    
847.0000000000    0.0000001350    0.0106178630    
848.0000000000    -0.0000000242    0.0106306586    
849.0000000000    -0.0000000791    0.0106431864    
850.0000000000    -0.0000004211    0.0106555716    
851.0000000000    -0.0000000846    0.0106680982    
852.0000000000    0.0000000231    0.0106808013    
853.0000000000    -0.0000003737    0.0106932320    
854.0000000000    -0.0000001270    0.0107057701    
855.0000000000    0.0000000253    0.0107185077    
856.0000000000    -0.0000001853    0.0107309319    
857.0000000000    0.0000000675    0.0107434091    
858.0000000000    -0.0000000956    0.0107563183    
859.0000000000    0.0000000368    0.0107686953    
860.0000000000    -0.0000003046    0.0107809101    
861.0000000000    -0.0000001614    0.0107940599    
862.0000000000    0.0000000135    0.0108064320    
863.0000000000    -0.0000000209    0.0108190581    
864.0000000000    0.0000001956    0.0108314975    
865.0000000000    -0.0000000058    0.0108439968    
866.0000000000    0.0000002673    0.0108567793    
867.0000000000    -0.0000000238    0.0108691956    
868.0000000000    -0.0000000145    0.0108819096    
869.0000000000    -0.0000000674    0.0108943266    
870.0000000000    -0.0000000171    0.0109069580    
871.0000000000    -0.0000001584    0.0109195314    
872.0000000000    0.0000000448    0.0109321029    
873.0000000000    0.0000001296    0.0109447648    
874.0000000000    0.0000002014    0.0109571609    
875.0000000000    -0.0000000779    0.0109695172    
876.0000000000    0.0000001520    0.0109825887    
877.0000000000    0.0000001048    0.0109946838    
878.0000000000    -0.0000000417    0.0110073050    
879.0000000000    -0.0000000238    0.0110198930    
880.0000000000    0.0000001588    0.0110325334    
881.0000000000    0.0000001771    0.0110450648    
882.0000000000    0.0000002146    0.0110576290    
883.0000000000    0.0000002703    0.0110700723    
884.0000000000    -0.0000000723    0.0110827073    
885.0000000000    0.0000000435    0.0110956183    
886.0000000000    -0.0000000306    0.0111081196    
887.0000000000    0.0000003419    0.0111202016    
888.0000000000    0.0000000427    0.0111329819    
889.0000000000    0.0000001442    0.0111455203    
890.0000000000    -0.0000000899    0.0111581679    
891.0000000000    0.0000000033    0.0111705370    
892.0000000000    0.0000000824    0.0111832704    
893.0000000000    -0.0000000552    0.0111957500    
894.0000000000    0.0000001424    0.0112083818    
895.0000000000    0.0000001267    0.0112207599    
896.0000000000    0.0000000791    0.0112334830    
897.0000000000    0.0000000721    0.0112459437    
898.0000000000    0.0000001403    0.0112587896    
899.0000000000    0.0000000280    0.0112711902    
900.0000000000    0.0000000199    0.0112836677    
901.0000000000    0.0000000868    0.0112963141    
902.0000000000    0.0000002561    0.0113088663    
903.0000000000    0.0000000754    0.0113215996    
904.0000000000    -0.0000002408    0.0113338941    
905.0000000000    0.0000000312    0.0113462069    
906.0000000000    0.0000000577    0.0113588461    
907.0000000000    -0.0000001246    0.0113716768    
908.0000000000    -0.0000001486    0.0113844609    
909.0000000000    0.0000005204    0.0113967284    
910.0000000000    0.0000000408    0.0114093385    
911.0000000000    -0.0000001744    0.0114216822    
912.0000000000    0.0000001783    0.0114344100    
913.0000000000    -0.0000001160    0.0114469605    
914.0000000000    0.0000000835    0.0114594995    
915.0000000000    0.0000001841    0.0114720313    
916.0000000000    0.0000000785    0.0114844950    
917.0000000000    -0.0000002457    0.0114972306    
918.0000000000    -0.0000001550    0.0115099208    
919.0000000000    0.0000001002    0.0115221350    
920.0000000000    -0.0000000837    0.0115345381    
921.0000000000    0.0000002068    0.0115471561    
922.0000000000    0.0000003183    0.0115600336    
923.0000000000    0.0000001625    0.0115726078    
924.0000000000    -0.0000000472    0.0115852547    
925.0000000000    -0.0000001470    0.0115978355    
926.0000000000    -0.0000000414    0.0116100588    
927.0000000000    0.0000000096    0.0116227348    
928.0000000000    -0.0000002773    0.0116352630    
929.0000000000    0.0000000457    0.0116477038    
930.0000000000    -0.0000003941    0.0116604633    
931.0000000000    -0.0000003230    0.0116728565    
932.0000000000    0.0000002480    0.0116852356    
933.0000000000    0.0000000817    0.0116980484    
934.0000000000    -0.0000000377    0.0117103352    
935.0000000000    -0.0000000854    0.0117228308    
936.0000000000    -0.0000000385    0.0117357493    
937.0000000000    -0.0000000104    0.0117483519    
938.0000000000    0.0000001468    0.0117604385    
939.0000000000    -0.0000000370    0.0117734914    
940.0000000000    0.0000001077    0.0117859648    
941.0000000000    -0.0000001222    0.0117981252    
942.0000000000    -0.0000001075    0.0118106789    
943.0000000000    -0.0000001035    0.0118230984    
944.0000000000    0.0000001325    0.0118360880    
945.0000000000    -0.0000000454    0.0118485210    
946.0000000000    -0.0000002196    0.0118609713    
947.0000000000    0.0000001048    0.0118735822    
948.0000000000    0.0000000382    0.0118860145    
949.0000000000    0.0000002819    0.0118985247    
950.0000000000    -0.0000001110    0.0119111630    
951.0000000000    0.0000000258    0.0119234968    
952.0000000000    -0.0000003157    0.0119359682    
953.0000000000    -0.0000001984    0.0119487928    
954.0000000000    0.0000001432    0.0119614139    
955.0000000000    0.0000000737    0.0119739238    
956.0000000000    -0.0000002053    0.0119865148    
957.0000000000    -0.0000001955    0.0119989741    
958.0000000000    -0.0000001592    0.0120113126    
959.0000000000    -0.0000003164    0.0120240361    
960.0000000000    0.0000002302    0.0120363168    
961.0000000000    0.0000002594    0.0120488466    
962.0000000000    0.0000001064    0.0120616518    
963.0000000000    -0.0000002633    0.0120738901    
964.0000000000    0.0000002791    0.0120866761    
965.0000000000    -0.0000001021    0.0120990821    
966.0000000000    0.0000000467    0.0121114943    
967.0000000000    -0.0000001975    0.0121242835    
968.0000000000    -0.0000001624    0.0121366821    
969.0000000000    -0.0000001443    0.0121495835    
970.0000000000    -0.0000002905    0.0121617147    
971.0000000000    -0.0000000896    0.0121743220    
972.0000000000    -0.0000000957    0.0121867906    
973.0000000000    -0.0000000906    0.0121994195    
974.0000000000    0.0000002581    0.0122119808    
975.0000000000    -0.0000001676    0.0122241730    
976.0000000000    0.0000001108    0.0122364806    
977.0000000000    -0.0000000180    0.0122493711    
978.0000000000    0.0000002045    0.0122618007    
979.0000000000    0.0000000306    0.0122746997    
980.0000000000    -0.0000001103    0.0122869961    
981.0000000000    0.0000002472    0.0122995250    
982.0000000000    -0.0000002489    0.0123121153    
983.0000000000    0.0000000367    0.0123245514    
984.0000000000    -0.0000001650    0.0123367479    
985.0000000000    -0.0000000918    0.0123493776    
986.0000000000    -0.0000003608    0.0123617875    
987.0000000000    0.0000000901    0.0123745339    
988.0000000000    0.0000000801    0.0123870720    
989.0000000000    -0.0000001498    0.0123994779    
990.0000000000    0.0000000166    0.0124119880    
991.0000000000    -0.0000001349    0.0124248702    
992.0000000000    -0.0000000150    0.0124370151    
993.0000000000    0.0000000240    0.0124494443    
994.0000000000    -0.0000000147    0.0124621232    
995.0000000000    0.0000001560    0.0124744622    
996.0000000000    -0.0000001493    0.0124872659    
997.0000000000    -0.0000001880    0.0124996748    
998.0000000000    -0.0000000099    0.0125119462    
999.0000000000    0.0000000713    0.0125248805    
1000.0000000000    -0.0000001389    0.0125371246    
